seq_no|Company|Supplier Invoice Document|Invoice Date|Invoice Line Amount|Invoice Created Date|Purchase Orders|Purchase Order Line|Item|Unit of Measure|Distribution Quantity|Line Description|Unit Cost|Supplier|Supplier ID|Ledger Account|Spend Category|Cost Center|Cost Center ID|Payment Status|Payment Date|FY25?|Check Number|Freight Amount|Other Charges|Invoice Status|Supplier Invoice Line Distribution|Invoice Total Amount|Derived Invoice Line Amount|CCHS_Description|UMass_Description 
15184668|C340 UMass Memorial Medical Group, Inc.|Supplier Invoice: SINV-579185|2/21/2025|42.9|2/21/2025|PO-230924|PO-230924 - Line 2||Box|5.0|[ Catalog: FG100MH ] FG TOUCH NITRILE EXAM GLOVES, 100CT, MD|8.58|Medline Industries Inc|2767|8400:Non Medical and Surgical Supplies|Cleaning Supplies|34000 - 1949 Outpatient Two H|CC340001949|Paid|3/24/2025|Yes|1583654.0|0|0|Approved|Supplier Invoice: SINV-579185  - 42.9|199.24|42.9|FG TOUCH NITRILE EXAM GLOVES, 100CT, MD|[ Catalog: FG100MH ] FG TOUCH NITRILE EXAM GLOVES, 100CT, MD
15184769|C340 UMass Memorial Medical Group, Inc.|Supplier Invoice: SINV-579239|2/21/2025|17.59|2/21/2025|PO-230780|PO-230780 - Line 1|ITM-422705 - PAD PREP ALCOHOL 2 PLY STERILE LARGE|Case|1.0|ITM-422705 - PAD PREP ALCOHOL 2 PLY STERILE LARGE|17.59|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|34000 - 1506 Ophthalmology Northboro|CC340001506|Paid|3/24/2025|Yes|1583654.0|0|0|Approved|Supplier Invoice: SINV-579239 - ITM-422705 - PAD PREP ALCOHOL 2 PLY STERILE LARGE - 17.59|17.59|17.59|PAD,PREP,ALCOHOL,LARGE,2-PLY,STERILE|ITM-422705 - PAD PREP ALCOHOL 2 PLY STERILE LARGE
15184799|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice: SINV-579271|2/21/2025|194.7|2/21/2025|PO-231087|PO-231087 - Line 1|ITM-435457 - TRAY CATHTER FOLEY URINE METER SILICONE 16FR SURESTEP|Case|1.0|ITM-435457 - TRAY CATHTER FOLEY URINE METER SILICONE 16FR SURESTEP|194.7|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|10020 - 2110 Operating Room|CC100202110|Paid|3/26/2025|Yes|1608393.0|0|0|Approved|Supplier Invoice: SINV-579271 - ITM-435457 - TRAY CATHTER FOLEY URINE METER SILICONE 16FR SURESTEP - 194.7|3777.21|194.7|TRAY,SURESTEP,URINE,METER,SILICONE|ITM-435457 - TRAY CATHTER FOLEY URINE METER SILICONE 16FR SURESTEP
15184806|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice: SINV-579275|2/21/2025|85.62|2/21/2025|PO-231169|PO-231169 - Line 1|ITM-448918 - DISPENSER WALL MOUNT EMESIS BAG|Case|1.0|ITM-448918 - DISPENSER WALL MOUNT EMESIS BAG|85.62|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|10020 - 3566 Ultrasound|CC100203566|Paid|3/24/2025|Yes|1583654.0|0|0|Approved|Supplier Invoice: SINV-579275 - ITM-448918 - DISPENSER WALL MOUNT EMESIS BAG - 85.62|144.47|85.62|Dispenser, Emesis Bag|ITM-448918 - DISPENSER WALL MOUNT EMESIS BAG
15184949|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice: SINV-579349|2/21/2025|377.34|2/21/2025|PO-231182|PO-231182 - Line 2|ITM-427405 - SCANNER THERMOMETER TEMPORAL ARTERIAL|Each|2.0|ITM-427405 - SCANNER THERMOMETER TEMPORAL ARTERIAL|188.67|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|10020 - 0500 Nurs 5 East South|CC100200500|Paid|3/26/2025|Yes|1608393.0|0|0|Approved|Supplier Invoice: SINV-579349 - ITM-427405 - SCANNER THERMOMETER TEMPORAL ARTERIAL - 377.34|431.84|377.34|THERMOMETR,TEMPORAL SCANNER,ARTE|ITM-427405 - SCANNER THERMOMETER TEMPORAL ARTERIAL
15184977|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice: SINV-579375|2/21/2025|262.08|2/21/2025|PO-230916|PO-230916 - Line 1||Case - CA|3.0|[ Catalog: SWD901014 ] SYRINGE,ORAL,1ML,CLEAR|87.36|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|10010 - 0704 Maternity Center|CC100100704|Paid|3/26/2025|Yes|1608393.0|0|0|Approved|Supplier Invoice: SINV-579375  - 262.08|262.08|262.08|SYRINGE ORAL CLEAR 1ML|[ Catalog: SWD901014 ] SYRINGE,ORAL,1ML,CLEAR
15186197|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice: SINV-580333|2/22/2025|141.54|2/22/2025|PO-231322|PO-231322 - Line 1|ITM-449725 - DRESSING HYDROFIBER ADVANTAGE 0.75INX18IN AQUACEL|Box|3.0|ITM-449725 - DRESSING HYDROFIBER ADVANTAGE 0.75INX18IN AQUACEL|47.18|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|10020 - 3968 ACC Cardiac Vascular Surgery|CC100203968|Paid|3/28/2025|Yes|1608803.0|0|0|Approved|Supplier Invoice: SINV-580333 - ITM-449725 - DRESSING HYDROFIBER ADVANTAGE 0.75INX18IN AQUACEL - 141.54|170.66|141.54|DRESSING HYDROFIBER AQUACEL 0.75X18IN|ITM-449725 - DRESSING HYDROFIBER ADVANTAGE 0.75INX18IN AQUACEL
15186258|C240 UMass Memorial HealthAlliance-Clinton Hospital, Inc.|Supplier Invoice: SINV-580382|2/22/2025|95.56|2/22/2025|PO-231426|PO-231426 - Line 1||Case|2.0|[ Catalog: HCS4514HFG ] CANNULA,SUPERSOFT,HFLOW,GREEN,ADLT,7',SC|47.78|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|24050 - 1710 Respiratory Therapy|CC240501710|Paid|3/24/2025|Yes|1583654.0|0|0|Approved|Supplier Invoice: SINV-580382  - 95.56|95.56|95.56|CANNULA,SUPERSOFT,HFLOW,GREEN,ADLT,7|[ Catalog: HCS4514HFG ] CANNULA,SUPERSOFT,HFLOW,GREEN,ADLT,7',SC
15186261|C340 UMass Memorial Medical Group, Inc.|Supplier Invoice: SINV-580387|2/22/2025|2.82|2/22/2025|PO-231544|PO-231544 - Line 2|ITM-412658 - WIPE SENSITIVE BABY UNSCENTED PAMPERS|Case|1.0|ITM-412658 - WIPE SENSITIVE BABY UNSCENTED PAMPERS|2.82|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|34000 - 3057 Westboro Med Peds|CC340003057|Paid|3/24/2025|Yes|1583654.0|0|0|Approved|Supplier Invoice: SINV-580387 - ITM-412658 - WIPE SENSITIVE BABY UNSCENTED PAMPERS - 2.82|317.25|2.82|WIPE BABY UNSCENTED SENSITIVE SKIN|ITM-412658 - WIPE SENSITIVE BABY UNSCENTED PAMPERS
15186279|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice: SINV-580393|2/22/2025|33.12|2/22/2025|PO-230087|PO-230087 - Line 1|ITM-429664 - BATTERY ALKALINE SIZE AA 1.5V ENERGIZER INDUSTRIAL|Case|1.0|ITM-429664 - BATTERY ALKALINE SIZE AA 1.5V ENERGIZER INDUSTRIAL|33.12|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|10020 - 0600 8 East|CC100200600|Paid|3/24/2025|Yes|1583654.0|0|0|Approved|Supplier Invoice: SINV-580393 - ITM-429664 - BATTERY ALKALINE SIZE AA 1.5V ENERGIZER INDUSTRIAL - 33.12|33.12|33.12|BATTERY,ALKALINE,ENERGIZER,1.5V,AA|ITM-429664 - BATTERY ALKALINE SIZE AA 1.5V ENERGIZER INDUSTRIAL
15186309|C240 UMass Memorial HealthAlliance-Clinton Hospital, Inc.|Supplier Invoice: SINV-580410|2/22/2025|3.0|2/22/2025|PO-231171|PO-231171 - Line 2|ITM-414105 - SHAKE THERAPEUTIC NUTRITION VANILLA 8OZ ENSURE PLUS|Case|1.0|ITM-414105 - SHAKE THERAPEUTIC NUTRITION VANILLA 8OZ ENSURE PLUS|3.0|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|24050 - 3700 Nuclear Medicine|CC240503700|Paid|3/28/2025|Yes|1608803.0|0|0|Approved|Supplier Invoice: SINV-580410 - ITM-414105 - SHAKE THERAPEUTIC NUTRITION VANILLA 8OZ ENSURE PLUS - 3|99.81|3.0|Ensure Original Therapeutic Nutrition Shake, Vanilla, 8 oz. Bottle|ITM-414105 - SHAKE THERAPEUTIC NUTRITION VANILLA 8OZ ENSURE PLUS
15186389|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice: SINV-580439|2/22/2025|25.27|2/22/2025|PO-231194|PO-231194 - Line 1|ITM-427275 - CONTAINER SPECIMEN OR STERILE 4OZ|Case|1.0|ITM-427275 - CONTAINER SPECIMEN OR STERILE 4OZ|25.27|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Lab Supplies|10010 - 3150 ANPA Path Assistants|CC100103150|Paid|3/26/2025|Yes|1608393.0|0|0|Approved|Supplier Invoice: SINV-580439 - ITM-427275 - CONTAINER SPECIMEN OR STERILE 4OZ - 25.27|25.27|25.27|CONTAINER SPECIMEN CLIKSEAL STERILE 4OZ|ITM-427275 - CONTAINER SPECIMEN OR STERILE 4OZ
15186397|C250 UMass Memorial Health - Harrington Hospital, Inc.|Supplier Invoice: SINV-580442|2/22/2025|1406.25|2/22/2025|PO-231114|PO-231114 - Line 5|ITM-435437 - INDICATOR BIOLOGICAL RAPID READOUT ATTEST|Case|1.0|ITM-435437 - INDICATOR BIOLOGICAL RAPID READOUT ATTEST|1406.25|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|25080 - 2550 Central Sterile Supplies|CC250802550|Paid|3/26/2025|Yes|1608393.0|0|0|Approved|Supplier Invoice: SINV-580442 - ITM-435437 - INDICATOR BIOLOGICAL RAPID READOUT ATTEST - 1406.25|1742.21|1406.25|INDICATOR, BIOLOGICAL RAPID READOUT 4 HR|ITM-435437 - INDICATOR BIOLOGICAL RAPID READOUT ATTEST
15186433|C250 UMass Memorial Health - Harrington Hospital, Inc.|Supplier Invoice: SINV-580473|2/22/2025|229.18|2/22/2025|PO-230684|PO-230684 - Line 1|ITM-400201 - SPECULUM VAGINAL DISPOSABLE MEDIUM KLEENSPEC 590|Case|2.0|ITM-400201 - SPECULUM VAGINAL DISPOSABLE MEDIUM KLEENSPEC 590|114.59|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|25080 - 2340 Emergency Room|CC250802340|Paid|3/26/2025|Yes|1608393.0|0|0|Approved|Supplier Invoice: SINV-580473 - ITM-400201 - SPECULUM VAGINAL DISPOSABLE MEDIUM KLEENSPEC 590 - 229.18|229.18|229.18|SPECULUM,VAGINAL,MEDIUM,DISPOSABLE|ITM-400201 - SPECULUM VAGINAL DISPOSABLE MEDIUM KLEENSPEC 590
15186439|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice: SINV-580479|2/22/2025|33.12|2/22/2025|PO-230090|PO-230090 - Line 1|ITM-429664 - BATTERY ALKALINE SIZE AA 1.5V ENERGIZER INDUSTRIAL|Case|1.0|ITM-429664 - BATTERY ALKALINE SIZE AA 1.5V ENERGIZER INDUSTRIAL|33.12|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|10020 - 0600 8 East|CC100200600|Paid|3/26/2025|Yes|1608393.0|0|0|Approved|Supplier Invoice: SINV-580479 - ITM-429664 - BATTERY ALKALINE SIZE AA 1.5V ENERGIZER INDUSTRIAL - 33.12|33.12|33.12|BATTERY,ALKALINE,ENERGIZER,1.5V,AA|ITM-429664 - BATTERY ALKALINE SIZE AA 1.5V ENERGIZER INDUSTRIAL
15186783|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice: SINV-580630|2/22/2025|194.7|2/23/2025|PO-231861|PO-231861 - Line 2|ITM-435457 - TRAY CATHTER FOLEY URINE METER SILICONE 16FR SURESTEP|Case|1.0|ITM-435457 - TRAY CATHTER FOLEY URINE METER SILICONE 16FR SURESTEP|194.7|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|10020 - 3560 Angiography|CC100203560|Paid|3/26/2025|Yes|1608393.0|0|0|Approved|Supplier Invoice: SINV-580630 - ITM-435457 - TRAY CATHTER FOLEY URINE METER SILICONE 16FR SURESTEP - 194.7|502.96|194.7|TRAY,SURESTEP,URINE,METER,SILICONE|ITM-435457 - TRAY CATHTER FOLEY URINE METER SILICONE 16FR SURESTEP
15186828|C240 UMass Memorial HealthAlliance-Clinton Hospital, Inc.|Supplier Invoice: SINV-580673|2/22/2025|101.41|2/23/2025|PO-221957|PO-221957 - Line 1|ITM-400813 - DRAPE SURGICAL ISOLATION INCISE FILM AND POUCH LARGE 100INX129IN STERI-DRAPE IOBAN|Case|1.0|ITM-400813 - DRAPE SURGICAL ISOLATION INCISE FILM AND POUCH LARGE 100INX129IN STERI-DRAPE IOBAN|101.41|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|24050 - 2110 Operating Room|CC240502110|Paid|3/26/2025|Yes|1608393.0|0|0|Approved|Supplier Invoice: SINV-580673 - ITM-400813 - DRAPE SURGICAL ISOLATION INCISE FILM AND POUCH LARGE 100INX129IN STERI-DRAPE IOBAN - 101.41|101.41|101.41|DRAPE SURGICAL ISOLATION WITH IOBAN 2 INCISE FILM POUCH PLASTIC STERI-DRAPE LARG|ITM-400813 - DRAPE SURGICAL ISOLATION INCISE FILM AND POUCH LARGE 100INX129IN STERI-DRAPE IOBAN
15186898|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice: SINV-580723|2/22/2025|194.7|2/23/2025|PO-231900|PO-231900 - Line 1|ITM-435457 - TRAY CATHTER FOLEY URINE METER SILICONE 16FR SURESTEP|Case|1.0|ITM-435457 - TRAY CATHTER FOLEY URINE METER SILICONE 16FR SURESTEP|194.7|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|10010 - 2182 Surg Day Care Hahnemann|CC100102182|Paid|3/26/2025|Yes|1608393.0|0|0|Approved|Supplier Invoice: SINV-580723 - ITM-435457 - TRAY CATHTER FOLEY URINE METER SILICONE 16FR SURESTEP - 194.7|346.3|194.7|TRAY,SURESTEP,URINE,METER,SILICONE|ITM-435457 - TRAY CATHTER FOLEY URINE METER SILICONE 16FR SURESTEP
15186904|C340 UMass Memorial Medical Group, Inc.|Supplier Invoice: SINV-580727|2/22/2025|17.59|2/23/2025|PO-231898|PO-231898 - Line 3|ITM-422705 - PAD PREP ALCOHOL 2 PLY STERILE LARGE|Case|1.0|ITM-422705 - PAD PREP ALCOHOL 2 PLY STERILE LARGE|17.59|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|34000 - 3203 So County Pediatrics Ctr|CC340003203|Paid|3/26/2025|Yes|1608393.0|0|0|Approved|Supplier Invoice: SINV-580727 - ITM-422705 - PAD PREP ALCOHOL 2 PLY STERILE LARGE - 17.59|203.97|17.59|PAD,PREP,ALCOHOL,LARGE,2-PLY,STERILE|ITM-422705 - PAD PREP ALCOHOL 2 PLY STERILE LARGE
15198020|C250 UMass Memorial Health - Harrington Hospital, Inc.|Supplier Invoice: SINV-585991|2/27/2025|78.0|2/27/2025|PO-228687|PO-228687 - Line 8|ITM-400106 - BAG URINARY DRAINAGE 2000ML|Case|1.0|ITM-400106 - BAG URINARY DRAINAGE 2000ML|78.0|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|Inventory|CC9000|Paid|4/11/2025|Yes|1660116.0|0|0|Approved|Supplier Invoice: SINV-585991 - ITM-400106 - BAG URINARY DRAINAGE 2000ML - 78|78.0|78.0|BAG UNRINARY DRAINAGE|ITM-400106 - BAG URINARY DRAINAGE 2000ML
15198031|C240 UMass Memorial HealthAlliance-Clinton Hospital, Inc.|Supplier Invoice: SINV-585999|2/27/2025|33.12|2/27/2025|PO-230462|PO-230462 - Line 3|ITM-429664 - BATTERY ALKALINE SIZE AA 1.5V ENERGIZER INDUSTRIAL|Case|1.0|ITM-429664 - BATTERY ALKALINE SIZE AA 1.5V ENERGIZER INDUSTRIAL|33.12|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|24050 - 5300 Housekeeping|CC240505300|Paid|3/28/2025|Yes|1608803.0|0|0|Approved|Supplier Invoice: SINV-585999 - ITM-429664 - BATTERY ALKALINE SIZE AA 1.5V ENERGIZER INDUSTRIAL - 33.12|45.78|33.12|BATTERY,ALKALINE,ENERGIZER,1.5V,AA|ITM-429664 - BATTERY ALKALINE SIZE AA 1.5V ENERGIZER INDUSTRIAL
15198040|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice: SINV-586006|2/27/2025|161.75|2/27/2025|PO-229041|PO-229041 - Line 1|ITM-409734 - DRESSING TELFA 3IN X 8IN|Case|1.0|ITM-409734 - DRESSING TELFA 3IN X 8IN|161.75|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|10020 - 2110 Operating Room|CC100202110|Paid|3/28/2025|Yes|1608803.0|0|0|Approved|Supplier Invoice: SINV-586006 - ITM-409734 - DRESSING TELFA 3IN X 8IN - 161.75|161.75|161.75|DRESSING COV TELFA 4 X 8|ITM-409734 - DRESSING TELFA 3IN X 8IN
15198121|C210 Marlborough Hospital|Supplier Invoice: SINV-586068|2/27/2025|224.86|2/27/2025|PO-233003|PO-233003 - Line 1||Box|2.0|[ Catalog: DYNJAER4009 ] TEMPERATURE SENSOR 9FR W/400 SERIES|112.43|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|21000 - 1228 Nursing ICU|CC210001228|Paid|3/28/2025|Yes|1608803.0|0|0|Approved|Supplier Invoice: SINV-586068  - 224.86|245.88|224.86|Temperature Sensor with 400 Series, 9 Fr|[ Catalog: DYNJAER4009 ] TEMPERATURE SENSOR 9FR W/400 SERIES
15198170|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice: SINV-586100|2/27/2025|253.8|2/27/2025|PO-233409|PO-233409 - Line 32|ITM-412658 - WIPE SENSITIVE BABY UNSCENTED PAMPERS|Case|90.0|ITM-412658 - WIPE SENSITIVE BABY UNSCENTED PAMPERS|2.82|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|Inventory|CC9000|Paid|3/28/2025|Yes|1608803.0|0|0|Approved|Supplier Invoice: SINV-586100 - ITM-412658 - WIPE SENSITIVE BABY UNSCENTED PAMPERS - 253.8|1203.0|253.8|WIPE BABY UNSCENTED SENSITIVE SKIN|ITM-412658 - WIPE SENSITIVE BABY UNSCENTED PAMPERS
15198193|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice: SINV-586118|2/27/2025|810.79|2/27/2025|PO-232981|PO-232981 - Line 10|ITM-429806 - PACK KIDNEY TRANSPLANT|Case|1.0|ITM-429806 - PACK KIDNEY TRANSPLANT|810.79|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|10020 - 2110 Operating Room|CC100202110|Paid|3/28/2025|Yes|1608803.0|0|0|Approved|Supplier Invoice: SINV-586118 - ITM-429806 - PACK KIDNEY TRANSPLANT - 810.79|7152.77|810.79|PACK, KIDNEY TRANSPLANT CUSTOM RFID|ITM-429806 - PACK KIDNEY TRANSPLANT
15198266|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice: SINV-586176|2/27/2025|377.34|2/27/2025|PO-233469|PO-233469 - Line 1|ITM-427405 - SCANNER THERMOMETER TEMPORAL ARTERIAL|Each|2.0|ITM-427405 - SCANNER THERMOMETER TEMPORAL ARTERIAL|188.67|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|10020 - 2126 Endoscopy Center|CC100202126|Paid|3/28/2025|Yes|1608803.0|0|0|Approved|Supplier Invoice: SINV-586176 - ITM-427405 - SCANNER THERMOMETER TEMPORAL ARTERIAL - 377.34|377.34|377.34|THERMOMETR,TEMPORAL SCANNER,ARTE|ITM-427405 - SCANNER THERMOMETER TEMPORAL ARTERIAL
15198275|C240 UMass Memorial HealthAlliance-Clinton Hospital, Inc.|Supplier Invoice: SINV-586185|2/27/2025|53.81|2/27/2025|PO-232776|PO-232776 - Line 1|ITM-466724 - GLOVE EXAM WITH TEXTURED FINGERTIPS BLUE 2XL NITRILE POWDER-FREE SENSICARE|Case|1.0|ITM-466724 - GLOVE EXAM WITH TEXTURED FINGERTIPS BLUE 2XL NITRILE POWDER-FREE SENSICARE|53.81|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|24050 - 3110 Lab Administration|CC240503110|Paid|3/28/2025|Yes|1608803.0|0|0|Approved|Supplier Invoice: SINV-586185 - ITM-466724 - GLOVE EXAM WITH TEXTURED FINGERTIPS BLUE 2XL NITRILE POWDER-FREE SENSICARE - 53.81|53.81|53.81|Gloves FitGuard Powder-Free Nitrile Exam Gloves with Textured Fingertips, Size|ITM-466724 - GLOVE EXAM WITH TEXTURED FINGERTIPS BLUE 2XL NITRILE POWDER-FREE SENSICARE
15198282|C250 UMass Memorial Health - Harrington Hospital, Inc.|Supplier Invoice: SINV-586188|2/27/2025|471.8|2/27/2025|PO-232631|PO-232631 - Line 4|ITM-449725 - DRESSING HYDROFIBER ADVANTAGE 0.75INX18IN AQUACEL|Box|10.0|ITM-449725 - DRESSING HYDROFIBER ADVANTAGE 0.75INX18IN AQUACEL|47.18|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|25081 - 4124 Wound Center|CC250814124|Paid|3/28/2025|Yes|1608803.0|0|0|Approved|Supplier Invoice: SINV-586188 - ITM-449725 - DRESSING HYDROFIBER ADVANTAGE 0.75INX18IN AQUACEL - 471.8|1063.58|471.8|DRESSING HYDROFIBER AQUACEL 0.75X18IN|ITM-449725 - DRESSING HYDROFIBER ADVANTAGE 0.75INX18IN AQUACEL
15201788|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice: SINV-587730|2/28/2025|243.93|2/28/2025|PO-231749|PO-231749 - Line 1|ITM-404632 - TRAY SUTURE REMOVAL|Case|1.0|ITM-404632 - TRAY SUTURE REMOVAL|243.93|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|10010 - 4166 Spine Center|CC100104166|Paid|3/31/2025|Yes|1609240.0|0|0|Approved|Supplier Invoice: SINV-587730 - ITM-404632 - TRAY SUTURE REMOVAL - 243.93|243.93|243.93|KIT,SUTURE REMOVAL|ITM-404632 - TRAY SUTURE REMOVAL
15201920|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice: SINV-587813|2/28/2025|235.02|2/28/2025|PO-230548|PO-230548 - Line 3|ITM-434462 - PACK KNEE ARTHROSCOPY HAHNEMANN CUSTOM|Case|2.0|ITM-434462 - PACK KNEE ARTHROSCOPY HAHNEMANN CUSTOM|117.51|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|10010 - 2182 Surg Day Care Hahnemann|CC100102182|Paid|3/31/2025|Yes|1609240.0|0|0|Approved|Supplier Invoice: SINV-587813 - ITM-434462 - PACK KNEE ARTHROSCOPY HAHNEMANN CUSTOM - 235.02|235.02|235.02|PACK, ARTHROSCOPY KNEE CUSTOM|ITM-434462 - PACK KNEE ARTHROSCOPY HAHNEMANN CUSTOM
15201940|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice: SINV-587832|2/28/2025|28.99|2/28/2025|PO-233345|PO-233345 - Line 1||Case - CA|1.0|[ Catalog: NPKP56784 ] WIPE,SANITIZING,NO-RINSE,7.75X9|28.99|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|10010 - 1242 Newborn Nursery ICU|CC100101242|Paid|3/31/2025|Yes|1609240.0|0|0|Approved|Supplier Invoice: SINV-587832  - 28.99|28.99|28.99|WIPE,SANITIZING,NO-RINSE,7.75X9|[ Catalog: NPKP56784 ] WIPE,SANITIZING,NO-RINSE,7.75X9
15202145|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice: SINV-587998|2/28/2025|243.93|2/28/2025|PO-231505|PO-231505 - Line 1|ITM-404632 - TRAY SUTURE REMOVAL|Case|1.0|ITM-404632 - TRAY SUTURE REMOVAL|243.93|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|10010 - 4168 Arthritis and Joint Center|CC100104168|Paid|3/31/2025|Yes|1609240.0|0|0|Approved|Supplier Invoice: SINV-587998 - ITM-404632 - TRAY SUTURE REMOVAL - 243.93|243.93|243.93|KIT,SUTURE REMOVAL|ITM-404632 - TRAY SUTURE REMOVAL
15202154|C340 UMass Memorial Medical Group, Inc.|Supplier Invoice: SINV-588003|2/28/2025|22.38|2/28/2025|PO-232432|PO-232432 - Line 1||Box|2.0|[ Catalog: NON21003Z ] FIELD,STERILE,TISSUE-POLY-TISS,18X26|11.19|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|34000 - 3435 Worcester OBGYN|CC340003435|Paid|3/31/2025|Yes|1609240.0|0|0|Approved|Supplier Invoice: SINV-588003  - 22.38|22.38|22.38|FIELD STERILE TISSUE-POLY-TISS 18X26|[ Catalog: NON21003Z ] FIELD,STERILE,TISSUE-POLY-TISS,18X26
15202187|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice: SINV-588021|2/28/2025|65.99|2/28/2025|PO-233614|PO-233614 - Line 2|ITM-441915 - SUTURE MONOCRYL PLUS 5-0 P-1 18IN ANTIBACTERIAL UNDYED|Box|1.0|ITM-441915 - SUTURE MONOCRYL PLUS 5-0 P-1 18IN ANTIBACTERIAL UNDYED|65.99|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|10020 - 2110 Operating Room|CC100202110|Paid|3/31/2025|Yes|1609240.0|0|0|Approved|Supplier Invoice: SINV-588021 - ITM-441915 - SUTURE MONOCRYL PLUS 5-0 P-1 18IN ANTIBACTERIAL UNDYED - 65.99|159.77|65.99|SUTURE, 5-0 18IN MONOCRYL ANTIBACTERIAL UNDYED PS-2|ITM-441915 - SUTURE MONOCRYL PLUS 5-0 P-1 18IN ANTIBACTERIAL UNDYED
15203628|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice: SINV-589307|3/1/2025|194.7|3/1/2025|PO-233928|PO-233928 - Line 1|ITM-435457 - TRAY CATHTER FOLEY URINE METER SILICONE 16FR SURESTEP|Case|1.0|ITM-435457 - TRAY CATHTER FOLEY URINE METER SILICONE 16FR SURESTEP|194.7|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|10010 - 2110 Operating Room|CC100102110|Paid|3/31/2025|Yes|1609240.0|0|0|Approved|Supplier Invoice: SINV-589307 - ITM-435457 - TRAY CATHTER FOLEY URINE METER SILICONE 16FR SURESTEP - 194.7|749.19|194.7|TRAY,SURESTEP,URINE,METER,SILICONE|ITM-435457 - TRAY CATHTER FOLEY URINE METER SILICONE 16FR SURESTEP
